Level, Index, Time, Algorithms
expert,1314,0.002659,Backtrack Algorithm
expert,1315,0.062875,Backtrack Algorithm
expert,1316,0.038231,Backtrack Algorithm
expert,1317,0.015624,Backtrack Algorithm
expert,1318,0.002633,Backtrack Algorithm
expert,1319,0.005756,Backtrack Algorithm
expert,1320,0.172169,Backtrack Algorithm
expert,1321,0.000801,Backtrack Algorithm
expert,1322,0.000612,Backtrack Algorithm
expert,1323,0.046036,Backtrack Algorithm
expert,1324,0.002314,Backtrack Algorithm
expert,1325,0.000205,Backtrack Algorithm
expert,1326,0.006682,Backtrack Algorithm
expert,1327,0.027599,Backtrack Algorithm
expert,1328,0.010346,Backtrack Algorithm
expert,1329,0.336848,Backtrack Algorithm
expert,1330,0.003201,Backtrack Algorithm
expert,1331,0.006063,Backtrack Algorithm
expert,1332,0.026296,Backtrack Algorithm
expert,1333,0.001650,Backtrack Algorithm
expert,1334,0.002050,Backtrack Algorithm
expert,1335,0.007404,Backtrack Algorithm
expert,1336,0.008964,Backtrack Algorithm
expert,1337,0.004099,Backtrack Algorithm
expert,1338,0.001250,Backtrack Algorithm
expert,1339,0.016799,Backtrack Algorithm
expert,1340,0.150626,Backtrack Algorithm
expert,1341,0.001995,Backtrack Algorithm
expert,1342,0.046347,Backtrack Algorithm
expert,1343,0.002391,Backtrack Algorithm
expert,1344,0.062300,Backtrack Algorithm
expert,1345,0.000623,Backtrack Algorithm
expert,1346,0.002226,Backtrack Algorithm
expert,1347,0.000150,Backtrack Algorithm
expert,1348,0.003550,Backtrack Algorithm
expert,1349,0.000719,Backtrack Algorithm
expert,1350,0.002543,Backtrack Algorithm
expert,1351,10.707782,Backtrack Algorithm
expert,1352,0.000383,Backtrack Algorithm
expert,1353,0.006230,Backtrack Algorithm
expert,1354,0.017141,Backtrack Algorithm
expert,1355,0.017614,Backtrack Algorithm
expert,1356,0.001518,Backtrack Algorithm
expert,1357,0.011560,Backtrack Algorithm
expert,1358,0.034761,Backtrack Algorithm
expert,1359,0.047045,Backtrack Algorithm
expert,1360,0.005637,Backtrack Algorithm
expert,1361,0.007103,Backtrack Algorithm
expert,1362,0.003109,Backtrack Algorithm
expert,1363,0.000768,Backtrack Algorithm
expert,1364,0.000390,Backtrack Algorithm
expert,1365,0.006971,Backtrack Algorithm
expert,1366,0.005538,Backtrack Algorithm
expert,1367,0.014557,Backtrack Algorithm
expert,1368,0.000111,Backtrack Algorithm
expert,1369,0.034235,Backtrack Algorithm
expert,1370,0.003179,Backtrack Algorithm
expert,1371,0.314300,Backtrack Algorithm
expert,1372,0.031356,Backtrack Algorithm
expert,1373,0.007987,Backtrack Algorithm
expert,1374,0.009477,Backtrack Algorithm
expert,1375,0.057413,Backtrack Algorithm
expert,1376,0.001726,Backtrack Algorithm
expert,1377,0.029649,Backtrack Algorithm
expert,1378,0.001379,Backtrack Algorithm
expert,1379,0.002915,Backtrack Algorithm
expert,1380,0.000818,Backtrack Algorithm
expert,1381,0.001632,Backtrack Algorithm
expert,1382,0.001113,Backtrack Algorithm
expert,1383,0.000174,Backtrack Algorithm
expert,1384,0.003381,Backtrack Algorithm
expert,1385,0.000471,Backtrack Algorithm
expert,1386,0.000180,Backtrack Algorithm
expert,1387,0.061347,Backtrack Algorithm
expert,1388,0.002085,Backtrack Algorithm
expert,1389,0.005487,Backtrack Algorithm
expert,1390,0.002552,Backtrack Algorithm
expert,1391,0.005190,Backtrack Algorithm
expert,1392,0.008335,Backtrack Algorithm
expert,1393,0.006891,Backtrack Algorithm
expert,1394,0.049993,Backtrack Algorithm
expert,1395,0.000919,Backtrack Algorithm
expert,1396,0.012475,Backtrack Algorithm
expert,1397,0.018030,Backtrack Algorithm
expert,1398,0.000512,Backtrack Algorithm
expert,1399,0.001225,Backtrack Algorithm
expert,1400,0.006040,Backtrack Algorithm
expert,1401,0.003319,Backtrack Algorithm
expert,1402,0.062685,Backtrack Algorithm
expert,1403,0.001899,Backtrack Algorithm
expert,1404,0.024677,Backtrack Algorithm
expert,1405,0.029383,Backtrack Algorithm
expert,1406,0.047562,Backtrack Algorithm
expert,1407,0.046345,Backtrack Algorithm
expert,1408,0.015515,Backtrack Algorithm
expert,1409,0.069359,Backtrack Algorithm
expert,1410,0.006862,Backtrack Algorithm
expert,1411,0.351386,Backtrack Algorithm
expert,1412,0.016413,Backtrack Algorithm
expert,1413,0.024080,Backtrack Algorithm
expert,1414,0.013596,Backtrack Algorithm
expert,1415,0.021923,Backtrack Algorithm
expert,1416,0.009137,Backtrack Algorithm
expert,1417,0.008987,Backtrack Algorithm
expert,1418,0.004228,Backtrack Algorithm
expert,1419,0.007929,Backtrack Algorithm
expert,1420,0.000219,Backtrack Algorithm
expert,1421,0.002601,Backtrack Algorithm
expert,1422,0.001187,Backtrack Algorithm
expert,1423,0.000571,Backtrack Algorithm
expert,1424,0.000862,Backtrack Algorithm
expert,1425,0.012691,Backtrack Algorithm
expert,1426,0.048396,Backtrack Algorithm
expert,1427,0.004158,Backtrack Algorithm
expert,1428,0.309075,Backtrack Algorithm
expert,1429,0.002724,Backtrack Algorithm
expert,1430,0.019831,Backtrack Algorithm
expert,1431,0.089988,Backtrack Algorithm
expert,1432,0.000017,Backtrack Algorithm
expert,1433,0.001949,Backtrack Algorithm
expert,1434,0.059908,Backtrack Algorithm
expert,1435,0.000637,Backtrack Algorithm
expert,1436,0.071805,Backtrack Algorithm
expert,1437,0.008481,Backtrack Algorithm
expert,1438,0.006644,Backtrack Algorithm
expert,1439,0.005967,Backtrack Algorithm
expert,1440,0.003979,Backtrack Algorithm
expert,1441,0.022658,Backtrack Algorithm
expert,1442,0.001677,Backtrack Algorithm
expert,1443,0.003490,Backtrack Algorithm
expert,1444,0.004375,Backtrack Algorithm
expert,1445,0.220426,Backtrack Algorithm
expert,1446,0.004716,Backtrack Algorithm
expert,1447,0.002976,Backtrack Algorithm
expert,1448,0.000769,Backtrack Algorithm
expert,1449,0.002299,Backtrack Algorithm
expert,1450,0.119328,Backtrack Algorithm
expert,1451,0.002283,Backtrack Algorithm
expert,1452,0.005695,Backtrack Algorithm
expert,1453,0.016806,Backtrack Algorithm
expert,1454,0.082700,Backtrack Algorithm
expert,1455,0.001872,Backtrack Algorithm
expert,1456,0.054460,Backtrack Algorithm
expert,1457,0.069080,Backtrack Algorithm
expert,1458,0.000133,Backtrack Algorithm
expert,1459,0.142332,Backtrack Algorithm
expert,1460,0.010891,Backtrack Algorithm
expert,1461,0.006083,Backtrack Algorithm
expert,1462,0.005519,Backtrack Algorithm
expert,1463,0.004779,Backtrack Algorithm
expert,1464,0.000502,Backtrack Algorithm
expert,1465,0.000674,Backtrack Algorithm
expert,1466,0.020804,Backtrack Algorithm
expert,1467,0.000396,Backtrack Algorithm
expert,1468,0.003055,Backtrack Algorithm
expert,1469,0.004377,Backtrack Algorithm
expert,1470,0.001515,Backtrack Algorithm
expert,1471,0.108030,Backtrack Algorithm
expert,1472,0.044658,Backtrack Algorithm
expert,1473,0.944388,Backtrack Algorithm
expert,1474,0.103851,Backtrack Algorithm
expert,1475,0.015822,Backtrack Algorithm
expert,1476,0.046007,Backtrack Algorithm
expert,1477,0.001135,Backtrack Algorithm
expert,1478,0.024186,Backtrack Algorithm
expert,1479,0.105023,Backtrack Algorithm
expert,1480,0.000142,Backtrack Algorithm
expert,1481,0.022381,Backtrack Algorithm
expert,1482,0.029106,Backtrack Algorithm
expert,1483,0.006803,Backtrack Algorithm
expert,1484,0.000709,Backtrack Algorithm
expert,1485,0.006107,Backtrack Algorithm
expert,1486,0.005156,Backtrack Algorithm
expert,1487,0.830670,Backtrack Algorithm
expert,1488,0.005572,Backtrack Algorithm
expert,1489,0.008635,Backtrack Algorithm
expert,1490,0.000864,Backtrack Algorithm
expert,1491,0.001677,Backtrack Algorithm
expert,1492,0.008911,Backtrack Algorithm
expert,1493,0.034298,Backtrack Algorithm
expert,1494,0.003776,Backtrack Algorithm
expert,1495,0.017285,Backtrack Algorithm
expert,1496,0.030945,Backtrack Algorithm
expert,1497,0.003144,Backtrack Algorithm
expert,1498,0.005999,Backtrack Algorithm
expert,1499,0.005728,Backtrack Algorithm
expert,1500,0.053850,Backtrack Algorithm
expert,1501,0.000468,Backtrack Algorithm
expert,1502,0.079757,Backtrack Algorithm
expert,1503,0.006076,Backtrack Algorithm
expert,1504,0.026070,Backtrack Algorithm
expert,1505,0.000239,Backtrack Algorithm
expert,1506,0.005492,Backtrack Algorithm
expert,1507,0.000204,Backtrack Algorithm
expert,1508,0.323468,Backtrack Algorithm
expert,1509,0.090475,Backtrack Algorithm
expert,1510,0.076887,Backtrack Algorithm
expert,1511,0.003663,Backtrack Algorithm
expert,1512,0.000740,Backtrack Algorithm
expert,1513,0.017509,Backtrack Algorithm
expert,1514,0.160656,Backtrack Algorithm
expert,1515,0.026871,Backtrack Algorithm
expert,1516,0.003974,Backtrack Algorithm
expert,1517,0.001811,Backtrack Algorithm
expert,1518,0.003605,Backtrack Algorithm
expert,1519,0.015242,Backtrack Algorithm
expert,1520,0.017894,Backtrack Algorithm
expert,1521,0.077598,Backtrack Algorithm
expert,1522,0.000222,Backtrack Algorithm
expert,1523,0.045687,Backtrack Algorithm
expert,1524,0.039670,Backtrack Algorithm
expert,1525,0.052690,Backtrack Algorithm
expert,1526,0.004981,Backtrack Algorithm
expert,1527,0.004325,Backtrack Algorithm
expert,1528,0.006749,Backtrack Algorithm
expert,1529,0.002836,Backtrack Algorithm
expert,1530,0.015798,Backtrack Algorithm
expert,1531,0.000474,Backtrack Algorithm
expert,1532,0.002172,Backtrack Algorithm
expert,1533,0.017305,Backtrack Algorithm
expert,1534,0.007582,Backtrack Algorithm
expert,1535,0.030839,Backtrack Algorithm
expert,1536,0.011668,Backtrack Algorithm
expert,1537,0.004935,Backtrack Algorithm
expert,1538,0.078175,Backtrack Algorithm
expert,1539,0.001686,Backtrack Algorithm
expert,1540,0.061954,Backtrack Algorithm
expert,1541,0.007955,Backtrack Algorithm
expert,1542,0.004882,Backtrack Algorithm
expert,1543,0.073379,Backtrack Algorithm
expert,1544,0.000423,Backtrack Algorithm
expert,1545,0.028395,Backtrack Algorithm
expert,1546,0.017691,Backtrack Algorithm
expert,1547,0.004307,Backtrack Algorithm
expert,1548,1.496028,Backtrack Algorithm
expert,1549,0.013198,Backtrack Algorithm
expert,1550,0.013060,Backtrack Algorithm
expert,1551,0.000890,Backtrack Algorithm
expert,1552,0.004028,Backtrack Algorithm
expert,1553,0.000423,Backtrack Algorithm
expert,1554,0.014071,Backtrack Algorithm
expert,1555,0.004010,Backtrack Algorithm
expert,1556,0.024495,Backtrack Algorithm
expert,1557,0.113693,Backtrack Algorithm
expert,1558,0.013167,Backtrack Algorithm
expert,1559,0.222638,Backtrack Algorithm
expert,1560,0.016223,Backtrack Algorithm
expert,1561,0.026140,Backtrack Algorithm
expert,1562,0.011907,Backtrack Algorithm
expert,1563,0.001909,Backtrack Algorithm
expert,1564,0.002769,Backtrack Algorithm
expert,1565,0.054361,Backtrack Algorithm
expert,1566,0.001450,Backtrack Algorithm
expert,1567,0.006863,Backtrack Algorithm
expert,1568,0.860346,Backtrack Algorithm
expert,1569,0.048935,Backtrack Algorithm
expert,1570,0.055725,Backtrack Algorithm
expert,1571,0.129891,Backtrack Algorithm
expert,1572,0.003227,Backtrack Algorithm
expert,1573,0.006400,Backtrack Algorithm
expert,1574,0.070227,Backtrack Algorithm
expert,1575,0.007665,Backtrack Algorithm
expert,1576,0.004572,Backtrack Algorithm
expert,1577,0.009639,Backtrack Algorithm
expert,1578,0.038121,Backtrack Algorithm
expert,1579,0.019661,Backtrack Algorithm
expert,1580,0.002462,Backtrack Algorithm
expert,1581,0.025164,Backtrack Algorithm
expert,1582,0.001097,Backtrack Algorithm
expert,1583,0.000926,Backtrack Algorithm
expert,1584,0.012226,Backtrack Algorithm
expert,1585,0.008336,Backtrack Algorithm
expert,1586,0.001267,Backtrack Algorithm
expert,1587,0.001510,Backtrack Algorithm
expert,1588,0.002600,Backtrack Algorithm
expert,1589,0.000285,Backtrack Algorithm
expert,1590,0.004875,Backtrack Algorithm
expert,1591,0.024407,Backtrack Algorithm
expert,1592,0.025236,Backtrack Algorithm
expert,1593,0.041967,Backtrack Algorithm
expert,1594,0.002221,Backtrack Algorithm
expert,1595,0.006123,Backtrack Algorithm
expert,1596,0.010931,Backtrack Algorithm
expert,1597,0.014173,Backtrack Algorithm
expert,1598,0.000496,Backtrack Algorithm
expert,1599,0.002789,Backtrack Algorithm
expert,1600,0.007143,Backtrack Algorithm
expert,1601,0.000533,Backtrack Algorithm
expert,1602,0.001711,Backtrack Algorithm
expert,1603,0.005022,Backtrack Algorithm
expert,1604,0.048113,Backtrack Algorithm
expert,1605,0.000036,Backtrack Algorithm
expert,1606,0.141853,Backtrack Algorithm
expert,1607,0.003942,Backtrack Algorithm
expert,1608,0.012910,Backtrack Algorithm
expert,1609,0.003055,Backtrack Algorithm
expert,1610,0.003357,Backtrack Algorithm
expert,1611,0.106078,Backtrack Algorithm
expert,1612,3.271231,Backtrack Algorithm
expert,1613,0.013887,Backtrack Algorithm
expert,1614,0.013964,Backtrack Algorithm
expert,1615,0.008877,Backtrack Algorithm
expert,1616,0.157411,Backtrack Algorithm
expert,1617,0.380538,Backtrack Algorithm
expert,1618,0.011378,Backtrack Algorithm
expert,1619,0.022160,Backtrack Algorithm
expert,1620,0.001030,Backtrack Algorithm
expert,1621,0.002327,Backtrack Algorithm
expert,1622,0.066610,Backtrack Algorithm
expert,1623,0.003842,Backtrack Algorithm
expert,1624,0.000954,Backtrack Algorithm
expert,1625,0.000599,Backtrack Algorithm
expert,1626,1.191169,Backtrack Algorithm
expert,1627,1.253943,Backtrack Algorithm
expert,1628,0.002138,Backtrack Algorithm
expert,1629,0.000440,Backtrack Algorithm
expert,1630,0.023060,Backtrack Algorithm
expert,1631,0.064048,Backtrack Algorithm
expert,1632,0.013502,Backtrack Algorithm
expert,1633,0.066268,Backtrack Algorithm
expert,1634,0.000998,Backtrack Algorithm
expert,1635,0.001860,Backtrack Algorithm
expert,1636,0.029248,Backtrack Algorithm
expert,1637,0.011254,Backtrack Algorithm
expert,1638,0.010488,Backtrack Algorithm
expert,1639,0.047383,Backtrack Algorithm
expert,1640,0.004135,Backtrack Algorithm
expert,1641,0.301058,Backtrack Algorithm
expert,1642,0.006336,Backtrack Algorithm
expert,1643,0.059618,Backtrack Algorithm
expert,1644,0.157094,Backtrack Algorithm
expert,1645,1.763006,Backtrack Algorithm
expert,1646,0.144250,Backtrack Algorithm
expert,1647,0.725745,Backtrack Algorithm
expert,1648,0.011947,Backtrack Algorithm
expert,1649,0.027935,Backtrack Algorithm
expert,1650,0.015107,Backtrack Algorithm
expert,1651,0.003169,Backtrack Algorithm
expert,1652,0.058823,Backtrack Algorithm
expert,1653,0.000994,Backtrack Algorithm
expert,1654,0.040335,Backtrack Algorithm
expert,1655,0.026050,Backtrack Algorithm
expert,1656,0.000855,Backtrack Algorithm
expert,1657,0.003331,Backtrack Algorithm
expert,1658,0.017454,Backtrack Algorithm
expert,1659,0.002695,Backtrack Algorithm
expert,1660,0.004195,Backtrack Algorithm
expert,1661,0.005543,Backtrack Algorithm
expert,1662,0.000050,Backtrack Algorithm
expert,1663,0.005294,Backtrack Algorithm
expert,1664,0.024535,Backtrack Algorithm
expert,1665,0.077561,Backtrack Algorithm
expert,1666,0.002460,Backtrack Algorithm
expert,1667,0.002054,Backtrack Algorithm
expert,1668,0.000239,Backtrack Algorithm
expert,1669,0.000680,Backtrack Algorithm
expert,1670,0.014652,Backtrack Algorithm
expert,1671,0.004170,Backtrack Algorithm
expert,1672,0.004947,Backtrack Algorithm
expert,1673,0.004432,Backtrack Algorithm
expert,1674,0.018240,Backtrack Algorithm
expert,1675,0.002998,Backtrack Algorithm
expert,1676,0.030800,Backtrack Algorithm
expert,1677,0.001694,Backtrack Algorithm
expert,1678,0.035415,Backtrack Algorithm
expert,1679,0.055988,Backtrack Algorithm
expert,1680,0.000633,Backtrack Algorithm
expert,1681,0.014804,Backtrack Algorithm
expert,1682,0.009494,Backtrack Algorithm
expert,1683,0.002210,Backtrack Algorithm
expert,1684,0.007157,Backtrack Algorithm
expert,1685,0.003986,Backtrack Algorithm
expert,1686,0.004938,Backtrack Algorithm
expert,1687,0.704794,Backtrack Algorithm
expert,1688,0.038354,Backtrack Algorithm
expert,1689,0.906874,Backtrack Algorithm
expert,1690,0.071829,Backtrack Algorithm
expert,1691,0.002798,Backtrack Algorithm
expert,1692,0.001113,Backtrack Algorithm
expert,1693,0.025076,Backtrack Algorithm
expert,1694,0.000506,Backtrack Algorithm
expert,1695,0.005439,Backtrack Algorithm
expert,1696,0.003335,Backtrack Algorithm
expert,1697,0.001099,Backtrack Algorithm
expert,1698,0.000082,Backtrack Algorithm
expert,1699,0.001248,Backtrack Algorithm
expert,1700,0.001392,Backtrack Algorithm
expert,1701,0.001361,Backtrack Algorithm
expert,1702,0.004060,Backtrack Algorithm
expert,1703,0.003385,Backtrack Algorithm
expert,1704,0.000463,Backtrack Algorithm
expert,1705,0.004333,Backtrack Algorithm
expert,1706,0.179352,Backtrack Algorithm
expert,1707,0.000211,Backtrack Algorithm
expert,1708,0.020720,Backtrack Algorithm
expert,1709,0.004031,Backtrack Algorithm
expert,1710,0.003270,Backtrack Algorithm
expert,1711,0.011045,Backtrack Algorithm
expert,1712,0.004700,Backtrack Algorithm
expert,1713,0.031458,Backtrack Algorithm
expert,1714,0.000094,Backtrack Algorithm
expert,1715,0.011410,Backtrack Algorithm
expert,1716,0.002070,Backtrack Algorithm
expert,1717,0.002798,Backtrack Algorithm
expert,1718,0.000671,Backtrack Algorithm
expert,1719,0.024545,Backtrack Algorithm
expert,1720,0.029710,Backtrack Algorithm
expert,1721,0.005310,Backtrack Algorithm
expert,1722,0.001628,Backtrack Algorithm
expert,1723,0.000824,Backtrack Algorithm
expert,1724,0.002129,Backtrack Algorithm
expert,1725,0.018518,Backtrack Algorithm
expert,1726,0.000619,Backtrack Algorithm
expert,1727,0.027322,Backtrack Algorithm
expert,1728,0.000403,Backtrack Algorithm
expert,1729,0.001180,Backtrack Algorithm
expert,1730,0.002880,Backtrack Algorithm
expert,1731,0.001478,Backtrack Algorithm
expert,1732,0.010096,Backtrack Algorithm
expert,1733,0.001342,Backtrack Algorithm
expert,1734,0.083430,Backtrack Algorithm
expert,1735,0.030850,Backtrack Algorithm
expert,1736,0.001891,Backtrack Algorithm
expert,1737,0.000423,Backtrack Algorithm
expert,1738,0.003137,Backtrack Algorithm
expert,1739,0.000470,Backtrack Algorithm
expert,1740,0.004119,Backtrack Algorithm
expert,1741,0.002205,Backtrack Algorithm
expert,1742,0.000129,Backtrack Algorithm
expert,1743,0.007489,Backtrack Algorithm
expert,1744,0.004266,Backtrack Algorithm
expert,1745,0.020040,Backtrack Algorithm
expert,1746,0.005248,Backtrack Algorithm
expert,1747,0.008922,Backtrack Algorithm
expert,1748,0.000261,Backtrack Algorithm
expert,1749,0.007376,Backtrack Algorithm
expert,1750,0.007444,Backtrack Algorithm
expert,1751,0.003872,Backtrack Algorithm
expert,1752,0.003623,Backtrack Algorithm
expert,1753,0.008485,Backtrack Algorithm
expert,1754,0.004564,Backtrack Algorithm
expert,1755,0.002696,Backtrack Algorithm
expert,1756,0.020018,Backtrack Algorithm
expert,1757,0.002549,Backtrack Algorithm
expert,1758,0.001677,Backtrack Algorithm
expert,1759,0.009688,Backtrack Algorithm
expert,1760,0.002682,Backtrack Algorithm
expert,1761,0.020695,Backtrack Algorithm
expert,1762,0.000363,Backtrack Algorithm
expert,1763,0.015441,Backtrack Algorithm
expert,1764,0.010975,Backtrack Algorithm
expert,1765,0.001988,Backtrack Algorithm
expert,1766,0.003516,Backtrack Algorithm
expert,1767,0.005314,Backtrack Algorithm
expert,1768,0.012769,Backtrack Algorithm
expert,1769,0.000845,Backtrack Algorithm
expert,1770,0.020208,Backtrack Algorithm
expert,1771,0.001978,Backtrack Algorithm
expert,1772,0.000030,Backtrack Algorithm
expert,1773,0.122668,Backtrack Algorithm
expert,1774,0.002369,Backtrack Algorithm
expert,1775,0.004864,Backtrack Algorithm
expert,1776,0.003040,Backtrack Algorithm
expert,1777,0.002564,Backtrack Algorithm
expert,1778,0.000406,Backtrack Algorithm
expert,1779,0.002928,Backtrack Algorithm
expert,1780,0.000194,Backtrack Algorithm
expert,1781,0.003272,Backtrack Algorithm
expert,1782,0.002671,Backtrack Algorithm
expert,1783,0.002895,Backtrack Algorithm
expert,1784,0.001730,Backtrack Algorithm
expert,1785,0.012078,Backtrack Algorithm
expert,1786,0.015717,Backtrack Algorithm
expert,1787,0.002808,Backtrack Algorithm
expert,1788,0.011964,Backtrack Algorithm
expert,1789,0.084899,Backtrack Algorithm
expert,1790,0.009603,Backtrack Algorithm
expert,1791,0.025591,Backtrack Algorithm
expert,1792,0.001273,Backtrack Algorithm
expert,1793,0.002211,Backtrack Algorithm
expert,1794,0.001534,Backtrack Algorithm
expert,1795,0.000276,Backtrack Algorithm
expert,1796,0.004880,Backtrack Algorithm
expert,1797,0.001815,Backtrack Algorithm
expert,1798,0.000632,Backtrack Algorithm
expert,1799,0.001678,Backtrack Algorithm
expert,1800,0.001670,Backtrack Algorithm
expert,1801,0.016504,Backtrack Algorithm
expert,1802,0.012661,Backtrack Algorithm
expert,1803,0.007739,Backtrack Algorithm
expert,1804,0.001702,Backtrack Algorithm
expert,1805,0.003548,Backtrack Algorithm
expert,1806,0.019348,Backtrack Algorithm
expert,1807,0.002232,Backtrack Algorithm
expert,1808,0.001422,Backtrack Algorithm
expert,1809,0.005588,Backtrack Algorithm
expert,1810,0.004795,Backtrack Algorithm
expert,1811,0.019831,Backtrack Algorithm
expert,1812,0.015559,Backtrack Algorithm
expert,1813,0.000477,Backtrack Algorithm
expert,1814,0.006556,Backtrack Algorithm
expert,1815,0.001467,Backtrack Algorithm
expert,1816,0.002448,Backtrack Algorithm
expert,1817,0.000248,Backtrack Algorithm
expert,1818,0.000646,Backtrack Algorithm
expert,1819,0.013699,Backtrack Algorithm
expert,1820,0.000758,Backtrack Algorithm
expert,1821,0.019901,Backtrack Algorithm
expert,1822,0.003226,Backtrack Algorithm
expert,1823,0.002229,Backtrack Algorithm
expert,1824,0.008697,Backtrack Algorithm
expert,1825,0.000412,Backtrack Algorithm
expert,1826,0.001636,Backtrack Algorithm
expert,1827,0.001202,Backtrack Algorithm
expert,1828,0.008195,Backtrack Algorithm
expert,1829,1.602623,Backtrack Algorithm
expert,1830,0.000529,Backtrack Algorithm
expert,1831,0.001629,Backtrack Algorithm
expert,1832,0.011589,Backtrack Algorithm
expert,1833,0.002556,Backtrack Algorithm
expert,1834,0.002445,Backtrack Algorithm
expert,1835,0.007795,Backtrack Algorithm
expert,1836,0.008088,Backtrack Algorithm
expert,1837,0.006242,Backtrack Algorithm
expert,1838,0.001012,Backtrack Algorithm
expert,1839,0.001899,Backtrack Algorithm
expert,1840,0.000081,Backtrack Algorithm
expert,1841,0.002600,Backtrack Algorithm
expert,1842,0.007472,Backtrack Algorithm
expert,1843,0.008929,Backtrack Algorithm
expert,1844,0.001996,Backtrack Algorithm
expert,1845,0.001142,Backtrack Algorithm
expert,1846,0.000437,Backtrack Algorithm
expert,1847,0.000626,Backtrack Algorithm
expert,1848,0.011625,Backtrack Algorithm
expert,1849,0.014818,Backtrack Algorithm
expert,1850,0.250176,Backtrack Algorithm
expert,1851,0.006221,Backtrack Algorithm
expert,1852,0.347619,Backtrack Algorithm
expert,1853,0.000666,Backtrack Algorithm
expert,1854,0.001560,Backtrack Algorithm
expert,1855,0.024195,Backtrack Algorithm
expert,1856,0.349171,Backtrack Algorithm
expert,1857,0.208731,Backtrack Algorithm
expert,1858,0.000126,Backtrack Algorithm
expert,1859,0.001352,Backtrack Algorithm
expert,1860,0.000228,Backtrack Algorithm
expert,1861,0.017187,Backtrack Algorithm
expert,1862,0.001541,Backtrack Algorithm
expert,1863,0.001225,Backtrack Algorithm
expert,1864,0.023040,Backtrack Algorithm
expert,1865,0.001251,Backtrack Algorithm
expert,1866,0.000637,Backtrack Algorithm
expert,1867,0.005665,Backtrack Algorithm
expert,1868,0.001447,Backtrack Algorithm
expert,1869,0.001339,Backtrack Algorithm
expert,1870,0.002334,Backtrack Algorithm
expert,1871,0.004519,Backtrack Algorithm
expert,1872,0.006990,Backtrack Algorithm
expert,1873,0.002052,Backtrack Algorithm
expert,1874,0.013936,Backtrack Algorithm
expert,1875,0.078130,Backtrack Algorithm
expert,1876,0.009074,Backtrack Algorithm
expert,1877,0.018185,Backtrack Algorithm
expert,1878,0.002496,Backtrack Algorithm
expert,1879,0.175098,Backtrack Algorithm
expert,1880,0.020023,Backtrack Algorithm
expert,1881,0.004652,Backtrack Algorithm
expert,1882,0.082730,Backtrack Algorithm
expert,1883,0.006518,Backtrack Algorithm
expert,1884,0.008714,Backtrack Algorithm
expert,1885,0.030087,Backtrack Algorithm
expert,1886,0.000484,Backtrack Algorithm
expert,1887,0.018521,Backtrack Algorithm
expert,1888,0.002611,Backtrack Algorithm
expert,1889,0.006929,Backtrack Algorithm
expert,1890,0.002071,Backtrack Algorithm
expert,1891,0.003360,Backtrack Algorithm
expert,1892,0.004178,Backtrack Algorithm
expert,1893,0.004353,Backtrack Algorithm
expert,1894,0.002300,Backtrack Algorithm
expert,1895,0.001860,Backtrack Algorithm
expert,1896,0.002504,Backtrack Algorithm
expert,1897,0.192811,Backtrack Algorithm
expert,1898,0.011565,Backtrack Algorithm
expert,1899,0.001130,Backtrack Algorithm
expert,1900,0.006172,Backtrack Algorithm
expert,1901,0.002334,Backtrack Algorithm
expert,1902,0.000666,Backtrack Algorithm
expert,1903,0.165166,Backtrack Algorithm
expert,1904,0.009102,Backtrack Algorithm
expert,1905,0.000883,Backtrack Algorithm
expert,1906,0.013359,Backtrack Algorithm
expert,1907,0.002703,Backtrack Algorithm
expert,1908,0.000219,Backtrack Algorithm
expert,1909,0.003158,Backtrack Algorithm
expert,1910,0.001555,Backtrack Algorithm
expert,1911,0.001896,Backtrack Algorithm
expert,1912,0.014160,Backtrack Algorithm
expert,1913,0.001126,Backtrack Algorithm
expert,1914,0.002212,Backtrack Algorithm
expert,1915,0.000045,Backtrack Algorithm
expert,1916,0.028771,Backtrack Algorithm
expert,1917,0.002555,Backtrack Algorithm
expert,1918,0.005121,Backtrack Algorithm
expert,1919,0.009892,Backtrack Algorithm
expert,1920,2.041487,Backtrack Algorithm
expert,1921,0.001711,Backtrack Algorithm
expert,1922,0.019842,Backtrack Algorithm
expert,1923,0.002484,Backtrack Algorithm
expert,1924,0.000851,Backtrack Algorithm
expert,1925,0.016464,Backtrack Algorithm
expert,1926,0.004986,Backtrack Algorithm
expert,1927,0.001156,Backtrack Algorithm
expert,1928,0.010428,Backtrack Algorithm
expert,1929,0.005940,Backtrack Algorithm
expert,1930,0.000211,Backtrack Algorithm
expert,1931,0.003172,Backtrack Algorithm
expert,1932,0.001317,Backtrack Algorithm
expert,1933,0.000290,Backtrack Algorithm
expert,1934,0.033084,Backtrack Algorithm
expert,1935,0.011910,Backtrack Algorithm
expert,1936,0.058824,Backtrack Algorithm
expert,1937,0.001968,Backtrack Algorithm
expert,1938,0.001759,Backtrack Algorithm
expert,1939,0.006532,Backtrack Algorithm
expert,1940,0.445198,Backtrack Algorithm
expert,1941,0.241372,Backtrack Algorithm
expert,1942,0.007957,Backtrack Algorithm
expert,1943,6.848966,Backtrack Algorithm
expert,1944,0.039635,Backtrack Algorithm
expert,1945,0.003748,Backtrack Algorithm
expert,1946,0.003957,Backtrack Algorithm
expert,1947,0.017540,Backtrack Algorithm
expert,1948,0.071214,Backtrack Algorithm
